#GeneID,Locus,Locus tag,Protein Name
3640973,"EAF7","CAALFM_CR04130CA","Eaf7p"
3640974,,"CAALFM_CR04140WA","mitochondrial 37S ribosomal protein NAM9"
3640975,,"CAALFM_CR04150WA","S-adenosylmethionine-dependent methyltransferase"
3640976,,"CAALFM_CR04160CA","tRNA 1-methyladenosine methyltransferase subunit"
3640977,,"CAALFM_CR04170WA","rRNA (cytosine-C5-)-methyltransferase"
3640937,,"CAALFM_CR04180CA","hypothetical protein CAALFM_CR04180CA"
3640938,"SRV2","CAALFM_CR04190WA","adenylate cyclase-binding protein"
3640939,"YDJ1","CAALFM_CR04200WA","type I HSP40 co-chaperone"
3640941,"QDR1","CAALFM_CR04210CA","multidrug transporter"
3640943,,"CAALFM_CR04220CA","hypothetical protein CAALFM_CR04220CA"
3640944,,"CAALFM_CR04230WA","ribosylnicotinamide kinase"
3640989,,"CAALFM_CR04240CA","ribosome biosynthesis protein"
3640990,,"CAALFM_CR04250WA","hypothetical protein CAALFM_CR04250WA"
3640991,"SNP3","CAALFM_CR04260WA","Sm-like protein"
3640992,,"CAALFM_CR04270CA","hypothetical protein CAALFM_CR04270CA"
3640993,,"CAALFM_CR04280CA","glycolipid translocation protein"
3640994,"HAP31","CAALFM_CR04290WA","Hap31p"
3640995,,"CAALFM_CR04300WA","tRNA (cytosine-5-)-methyltransferase"
3640996,,"CAALFM_CR04310CA","hypothetical protein CAALFM_CR04310CA"
3640997,,"CAALFM_CR04330WA","hypothetical protein CAALFM_CR04330WA"
3640999,"PIM1","CAALFM_CR04340WA","ATP-dependent Lon protease"
3641001,,"CAALFM_CR04350CA","hypothetical protein CAALFM_CR04350CA"
3641003,"NHP2","CAALFM_CR04360CA","snoRNA-binding protein"
3641004,,"CAALFM_CR04370WA","hypothetical protein CAALFM_CR04370WA"
3641005,"SEC26","CAALFM_CR04380CA","coatomer subunit beta"
3640980,,"CAALFM_CR04390CA","hypothetical protein CAALFM_CR04390CA"
30515393,,"CAALFM_CR04400WA","hypothetical protein CAALFM_CR04400WA"
3640981,,"CAALFM_CR04410WA","hypothetical protein CAALFM_CR04410WA"
3640983,"RBR2","CAALFM_CR04420CA","putative lipase"
3640986,"RBR1","CAALFM_CR04440CA","Rbr1p"
3640987,,"CAALFM_CR04450CA","chromatin modification protein"
3640988,,"CAALFM_CR04460CA","hypothetical protein CAALFM_CR04460CA"
3641011,"GPI2","CAALFM_CR04470WA","phosphatidylinositol N-acetylglucosaminyltransferase"
3641012,"LAP3","CAALFM_CR04480CA","bleomycin hydrolase"
3641013,,"CAALFM_CR04490CA","hypothetical protein CAALFM_CR04490CA"
3641014,,"CAALFM_CR04500CA","hypothetical protein CAALFM_CR04500CA"
3641015,"HXK2","CAALFM_CR04510WA","hexokinase 2"
30515394,"MIM1","CAALFM_CR04520WA","Mim1p"
3641016,"FUM11","CAALFM_CR04530WA","fumarase"
3641017,"RPR2","CAALFM_CR04540CA","ribonuclease P protein subunit"
30515395,"PRE6","CAALFM_CR04550WA","proteasome core particle subunit alpha 4"
3640946,,"CAALFM_CR04560CA","multifunctional nuclease"
3640947,"CDC10","CAALFM_CR04570CA","septin"
3640948,,"CAALFM_CR04580WA","mitochondrial 54S ribosomal protein YmL32"
3640949,"PDX3","CAALFM_CR04590CA","pyridoxamine-phosphate oxidase"
3640950,,"CAALFM_CR04600WA","hypothetical protein CAALFM_CR04600WA"
3640951,,"CAALFM_CR04610CA","hypothetical protein CAALFM_CR04610CA"
3640952,,"CAALFM_CR04620CA","hypothetical protein CAALFM_CR04620CA"
3640962,"DIT2","CAALFM_CR04630CA","putative cytochrome"
3648147,"DIT1","CAALFM_CR04640WA","Dit1p"
30515396,,"CAALFM_CR04650WA","hypothetical protein CAALFM_CR04650WA"
3648144,"UGP1","CAALFM_CR04660CA","UTP glucose-1-phosphate uridylyltransferase"
3648142,,"CAALFM_CR04680CA","hypothetical protein CAALFM_CR04680CA"
3648141,,"CAALFM_CR04710WA","putative peptidylprolyl isomerase"
3648140,,"CAALFM_CR04720CA","chromatin-remodeling ATPase"
3647305,,"CAALFM_CR04730WA","hypothetical protein CAALFM_CR04730WA"
3647304,"ADE6","CAALFM_CR04740CA","phosphoribosylformylglycinamidine synthase"
30515399,,"CAALFM_CR04750WA","hypothetical protein CAALFM_CR04750WA"
3647303,,"CAALFM_CR04760CA","hypothetical protein CAALFM_CR04760CA"
3647302,,"CAALFM_CR04770CA","hypothetical protein CAALFM_CR04770CA"
3647301,"RPB8","CAALFM_CR04780WA","DNA-directed RNA polymerase core subunit"
30515400,"MVB12","CAALFM_CR04790WA","Mvb12p"
3647300,"MNT4","CAALFM_CR04800WA","Mnt4p"
3647299,"RPS3","CAALFM_CR04810WA","ribosomal 40S subunit protein S3"
3647298,,"CAALFM_CR04820WA","hypothetical protein CAALFM_CR04820WA"
3647297,,"CAALFM_CR04830CA","hypothetical protein CAALFM_CR04830CA"
3647296,"MSS11","CAALFM_CR04840CA","Mss11p"
3647295,,"CAALFM_CR04850CA","hypothetical protein CAALFM_CR04850CA"
3647294,,"CAALFM_CR04860CA","hypothetical protein CAALFM_CR04860CA"
3647310,,"CAALFM_CR04870CA","hypothetical protein CAALFM_CR04870CA"
3647309,,"CAALFM_CR04880WA","threonine aldolase"
3647308,"LYS5","CAALFM_CR04890WA","holo"
3647306,"PGA39","CAALFM_CR04900CA","Pga39p"
3648206,"CDC43","CAALFM_CR04910WA","protein geranylgeranyltransferase type I subunit"
3648207,,"CAALFM_CR04920WA","hypothetical protein CAALFM_CR04920WA"
3648208,"PEX14","CAALFM_CR04930WA","Pex14p"
3648209,,"CAALFM_CR04940WA","hypothetical protein CAALFM_CR04940WA"
3648211,"MED5","CAALFM_CR04950WA","Med5p"
3646393,"CRG1","CAALFM_CR04960CA","Crg1p"
3646394,,"CAALFM_CR04970CA","hypothetical protein CAALFM_CR04970CA"
3646395,,"CAALFM_CR04980CA","hypothetical protein CAALFM_CR04980CA"
3646391,,"CAALFM_CR04990CA","hypothetical protein CAALFM_CR04990CA"
3646389,,"CAALFM_CR05010WA","crossover junction endodeoxyribonuclease"
6335417,"LYP1","CAALFM_CR05020WA","Lyp1p"
3646388,,"CAALFM_CR05030WA","hypothetical protein CAALFM_CR05030WA"
3646386,"GLN1","CAALFM_CR05050WA","glutamate--ammonia ligase"
30515402,"VMA13","CAALFM_CR05080WA","H(+)-transporting V1 sector ATPase subunit H"
3646404,"HGT9","CAALFM_CR05090CA","Hgt9p"
3646403,,"CAALFM_CR05100WA","hypothetical protein CAALFM_CR05100WA"
3646402,,"CAALFM_CR05120WA","hypothetical protein CAALFM_CR05120WA"
3646401,,"CAALFM_CR05130CA","hypothetical protein CAALFM_CR05130CA"
3646400,,"CAALFM_CR05140WA","hypothetical protein CAALFM_CR05140WA"
30515403,,"CAALFM_CR05150WA","mitochondrial 54S ribosomal protein YmL44"
3646399,,"CAALFM_CR05160CA","hypothetical protein CAALFM_CR05160CA"
3646398,"FDH1","CAALFM_CR05170CA","formate dehydrogenase (NAD+)"
3646397,"SDH2","CAALFM_CR05180CA","succinate dehydrogenase iron-sulfur protein subunit"
3648079,,"CAALFM_CR05190WA","hypothetical protein CAALFM_CR05190WA"
3648080,,"CAALFM_CR05200CA","hypothetical protein CAALFM_CR05200CA"
3648081,,"CAALFM_CR05210WA","hypothetical protein CAALFM_CR05210WA"
3648082,"GUT1","CAALFM_CR05220CA","glycerol kinase"
3648083,"FGR14","CAALFM_CR05240CA","Fgr14p"
3648078,"FGR13","CAALFM_CR05250CA","Fgr13p"
3648120,"KCS1","CAALFM_CR05260CA","inositol polyphosphate kinase"
3648123,"MNT3","CAALFM_CR05290WA","Mnt3p"
3648124,"MNN21","CAALFM_CR05300CA","alpha-1,2-mannosyltransferase MNN2"
3648125,,"CAALFM_CR05310WA","hypothetical protein CAALFM_CR05310WA"
30515404,,"CAALFM_CR05330WA","hypothetical protein CAALFM_CR05330WA"
3648027,"IFE2","CAALFM_CR05340CA","Ife2p"
3648033,,"CAALFM_CR05360CA","hypothetical protein CAALFM_CR05360CA"
3648032,"YCP4","CAALFM_CR05380CA","flavodoxin-like fold family protein"
3648031,"PST3","CAALFM_CR05390WA","flavodoxin-like fold family protein"
3648242,"CSP1","CAALFM_CR05430WA","Csp1p"
3648245,,"CAALFM_CR05440WA","3-hydroxyanthranilate 3,4-dioxygenase"
3648236,,"CAALFM_CR05450CA","hypothetical protein CAALFM_CR05450CA"
3648237,,"CAALFM_CR05460WA","hypothetical protein CAALFM_CR05460WA"
3648238,,"CAALFM_CR05480WA","mitochondrial 2-oxodicarboxylate carrier"
3648239,"SUA72","CAALFM_CR05490WA","Sua72p"
3647598,,"CAALFM_CR05500CA","hypothetical protein CAALFM_CR05500CA"
3647597,"STE13","CAALFM_CR05510WA","Ste13p"
3647596,"NOC2","CAALFM_CR05520WA","mRNA-binding ribosome synthesis protein"
3647595,"CWT1","CAALFM_CR05530CA","Cwt1p"
3647594,,"CAALFM_CR05540CA","hypothetical protein CAALFM_CR05540CA"
3647593,,"CAALFM_CR05550CA","DNA-directed RNA polymerase III core subunit"
3647592,,"CAALFM_CR05560WA","TFIIH/NER complex subunit"
3647591,"RNR3","CAALFM_CR05570CA","Rnr3p"
3647590,,"CAALFM_CR05580CA","hypothetical protein CAALFM_CR05580CA"
3647589,"SRR1","CAALFM_CR05610CA","Srr1p"
3646693,"MTG2","CAALFM_CR05620CA","putative GTPase"
3646692,"DBP8","CAALFM_CR05630WA","ATP-dependent RNA helicase"
3646690,,"CAALFM_CR05640CA","hypothetical protein CAALFM_CR05640CA"
3646689,"BRF1","CAALFM_CR05650WA","transcription factor TFIIIB subunit"
3646688,"SDA1","CAALFM_CR05660WA","Sda1p"
3646685,"HMO1","CAALFM_CR05670CA","Hmo1p"
3646684,,"CAALFM_CR05680CA","hypothetical protein CAALFM_CR05680CA"
3646683,"MCT1","CAALFM_CR05690WA","[acyl-carrier-protein] S-malonyltransferase [Candida albicans SC5314]"
3646701,,"CAALFM_CR05700CA","hypothetical protein CAALFM_CR05700CA"
3646700,,"CAALFM_CR05710CA","hypothetical protein CAALFM_CR05710CA"
3646699,"TPS1","CAALFM_CR05720WA","alpha,alpha-trehalose-phosphate synthase (UDP-forming) TPS1"
3646698,,"CAALFM_CR05730CA","hypothetical protein CAALFM_CR05730CA"
3646697,"PTC4","CAALFM_CR05740CA","type 2C protein phosphatase"
3646696,,"CAALFM_CR05750WA","hypothetical protein CAALFM_CR05750WA"
3646695,,"CAALFM_CR05760CA","hypothetical protein CAALFM_CR05760CA"
3646694,,"CAALFM_CR05770WA","hypothetical protein CAALFM_CR05770WA"
3646710,"VMA2","CAALFM_CR05780WA","H(+)-transporting V1 sector ATPase subunit B"
3646708,"ACO2","CAALFM_CR05790CA","aconitate hydratase"
3646706,,"CAALFM_CR05800CA","hypothetical protein CAALFM_CR05800CA"
3646705,"ISC1","CAALFM_CR05830CA","inositol phosphosphingolipid phospholipase"
3646704,,"CAALFM_CR05840WA","hypothetical protein CAALFM_CR05840WA"
3646703,,"CAALFM_CR05860WA","hypothetical protein CAALFM_CR05860WA"
3646702,,"CAALFM_CR05880WA","hypothetical protein CAALFM_CR05880WA"
3646682,,"CAALFM_CR05890CA","hypothetical protein CAALFM_CR05890CA"
3646681,,"CAALFM_CR05900WA","hypothetical protein CAALFM_CR05900WA"
3646680,,"CAALFM_CR05910WA","hypothetical protein CAALFM_CR05910WA"
3642460,"MHP1","CAALFM_CR05920CA","Mhp1p"
3642459,"CEK2","CAALFM_CR05940WA","Cek2p"
3642458,"ADP1","CAALFM_CR05950CA","putative ATP-dependent permease"
30515417,,"CAALFM_CR05960WA","hypothetical protein CAALFM_CR05960WA"
3642502,,"CAALFM_CR05970CA","bifunctional AAA family ATPase chaperone/translocase"
3642501,,"CAALFM_CR05980WA","ubiquitin-specific protease"
3642498,"SFL1","CAALFM_CR05990CA","Sfl1p"
3642495,"SOK1","CAALFM_CR06000WA","Sok1p"
3644870,,"CAALFM_CR06010WA","hypothetical protein CAALFM_CR06010WA"
3644873,,"CAALFM_CR06020WA","hypothetical protein CAALFM_CR06020WA"
3644874,,"CAALFM_CR06030CA","hypothetical protein CAALFM_CR06030CA"
3644836,,"CAALFM_CR06040WA","serine/threonine protein kinase"
3644838,"CDC28","CAALFM_CR06050WA","cyclin-dependent serine/threonine-protein kinase"
6335358,,"CAALFM_CR06060WA","hypothetical protein CAALFM_CR06060WA"
3644840,,"CAALFM_CR06070WA","ketoreductase"
3644841,"SIS1","CAALFM_CR06080WA","type II HSP40 co-chaperone"
6335359,,"CAALFM_CR06090WA","TOR complex subunit"
3644842,,"CAALFM_CR06100CA","hypothetical protein CAALFM_CR06100CA"
3644844,"RFX1","CAALFM_CR06110CA","Rfx1p"
6335362,"RPL7","CAALFM_CR06120WA","Rpl7p"
3644862,,"CAALFM_CR06140WA","hypothetical protein CAALFM_CR06140WA"
3644863,"ADE13","CAALFM_CR06150CA","adenylosuccinase"
3644864,"DAD3","CAALFM_CR06160CA","Dad3p"
3644865,,"CAALFM_CR06170WA","hypothetical protein CAALFM_CR06170WA"
3644866,"ARC40","CAALFM_CR06180WA","Arc40p"
3644867,,"CAALFM_CR06230WA","hypothetical protein CAALFM_CR06230WA"
3644869,"ZCF19","CAALFM_CR06240CA","Zcf19p"
3644852,,"CAALFM_CR06250WA","hypothetical protein CAALFM_CR06250WA"
3644853,,"CAALFM_CR06260WA","hypothetical protein CAALFM_CR06260WA"
3644854,,"CAALFM_CR06270WA","hypothetical protein CAALFM_CR06270WA"
3644856,,"CAALFM_CR06290CA","hypothetical protein CAALFM_CR06290CA"
3644859,"FGR50","CAALFM_CR06300CA","Fgr50p"
3644860,,"CAALFM_CR06310WA","hypothetical protein CAALFM_CR06310WA"
3644845,,"CAALFM_CR06320CA","hypothetical protein CAALFM_CR06320CA"
3644846,,"CAALFM_CR06330CA","hypothetical protein CAALFM_CR06330CA"
3644847,"PGI1","CAALFM_CR06340CA","glucose-6-phosphate isomerase"
3648139,,"CAALFM_CR06380CA","hypothetical protein CAALFM_CR06380CA"
3645265,"PPZ1","CAALFM_CR06420WA","salt homeostasis regulator"
3645282,,"CAALFM_CR06430WA","hypothetical protein CAALFM_CR06430WA"
3645280,"BCR1","CAALFM_CR06440CA","Bcr1p"
3645279,,"CAALFM_CR06450WA","polynucleotide 5\\'-hydroxyl-kinase"
3645278,"GST3","CAALFM_CR06460WA","Gst3p"
3645277,,"CAALFM_CR06470WA","E3 ubiquitin-protein ligase"
3645276,"RRN11","CAALFM_CR06480CA","Rrn11p"
3645275,"HSP60","CAALFM_CR06490CA","chaperone ATPase"
3645274,,"CAALFM_CR06500CA","hypothetical protein CAALFM_CR06500CA"
3645264,,"CAALFM_CR06510WA","hypothetical protein CAALFM_CR06510WA"
3645263,,"CAALFM_CR06520CA","Rab family GTPase"
3645262,,"CAALFM_CR06530WA","hypothetical protein CAALFM_CR06530WA"
3645261,"KIP1","CAALFM_CR06540WA","Kip1p"
3645260,,"CAALFM_CR06550CA","hypothetical protein CAALFM_CR06550CA"
3648367,,"CAALFM_CR06560CA","hypothetical protein CAALFM_CR06560CA"
3648366,,"CAALFM_CR06570CA","hypothetical protein CAALFM_CR06570CA"
3646627,,"CAALFM_CR06580WA","hypothetical protein CAALFM_CR06580WA"
3646629,"RGS2","CAALFM_CR06590CA","GTPase-activating protein"
3646630,"STE2","CAALFM_CR06610WA","alpha-factor pheromone receptor"
3646631,,"CAALFM_CR06620WA","hypothetical protein CAALFM_CR06620WA"
3646619,,"CAALFM_CR06640CA","hypothetical protein CAALFM_CR06640CA"
3646620,,"CAALFM_CR06650CA","hypothetical protein CAALFM_CR06650CA"
3646621,"SEO1","CAALFM_CR06660WA","putative permease"
3646622,"CFL11","CAALFM_CR06670WA","Cfl11p"
3646623,,"CAALFM_CR06680CA","hypothetical protein CAALFM_CR06680CA"
3646624,,"CAALFM_CR06690CA","2\\',3\\'-cyclic-nucleotide 3\\'-phosphodiesterase"
3646625,"SOL3","CAALFM_CR06700CA","6-phosphogluconolactonase"
3646626,"GCN5","CAALFM_CR06710CA","histone acetyltransferase"
3646614,"NMD3","CAALFM_CR06720WA","ribosome-binding protein"
3646615,"APG7","CAALFM_CR06730WA","Apg7p"
3646616,,"CAALFM_CR06740WA","hypothetical protein CAALFM_CR06740WA"
3646617,"PUP2","CAALFM_CR06750CA","proteasome core particle subunit alpha 5"
3646618,"LSC2","CAALFM_CR06760CA","succinate--CoA ligase (GDP-forming) subunit beta"
3647313,,"CAALFM_CR06770CA","hypothetical protein CAALFM_CR06770CA"
3647312,,"CAALFM_CR06780WA","hypothetical protein CAALFM_CR06780WA"
3647311,,"CAALFM_CR06790CA","hypothetical protein CAALFM_CR06790CA"
3647327,"HHF22","CAALFM_CR06800CA","histone"
3647326,"HHT2","CAALFM_CR06810WA","histone"
3647325,,"CAALFM_CR06820WA","hypothetical protein CAALFM_CR06820WA"
3647323,"SIW14","CAALFM_CR06830CA","putative tyrosine protein phosphatase"
3647322,,"CAALFM_CR06840WA","rRNA-binding ribosome biosynthesis protein"
30515424,,"CAALFM_CR06850CA","hypothetical protein CAALFM_CR06850CA"
3647320,"ARO10","CAALFM_CR06860CA","phenylpyruvate decarboxylase"
3647318,,"CAALFM_CR06870CA","hypothetical protein CAALFM_CR06870CA"
3647316,"ALG6","CAALFM_CR06900CA","dolichyl-P-Glc:Man(9)GlcNAc(2)-PP-dolichol alpha-1,3-glucosyltransferase"
3647315,"BUD5","CAALFM_CR06910WA","Ras family guanine nucleotide exchange factor"
3647314,,"CAALFM_CR06920WA","hypothetical protein CAALFM_CR06920WA"
3648382,,"CAALFM_CR06930WA","hypothetical protein CAALFM_CR06930WA"
3645718,"DSL1","CAALFM_CR06940WA","Dsl1p"
30515426,"ATX1","CAALFM_CR06950CA","copper metallochaperone"
3645737,,"CAALFM_CR06960WA","origin recognition complex subunit 5"
3645736,,"CAALFM_CR06970CA","U5 snRNP complex subunit"
3645735,,"CAALFM_CR06980WA","ribosome biosynthesis protein"
3645734,,"CAALFM_CR06990WA","hypothetical protein CAALFM_CR06990WA"
3645733,"POL2","CAALFM_CR07000CA","DNA polymerase epsilon catalytic subunit"
3645732,"MIS11","CAALFM_CR07010WA","trifunctional formate-tetrahydrofolate ligase/methenyltetrahydrofolate cyclohydrolase/methylenetetrahydrofolate dehydrogenase"
3645731,,"CAALFM_CR07020WA","thiosulfate sulfurtransferase"
3645730,,"CAALFM_CR07030CA","rRNA-processing protein"
3645729,"SPT10","CAALFM_CR07040WA","Spt10p"
3645728,"URA2","CAALFM_CR07050CA","bifunctional carbamoylphosphate synthetase/aspartate transcarbamylase"
3645725,"CRZ2","CAALFM_CR07060CA","Crz2p"
3647965,"ALS3","CAALFM_CR07070CA","Als3p"
3647964,,"CAALFM_CR07080WA","translation initiation factor 6"
3647963,"STT4","CAALFM_CR07090WA","1-phosphatidylinositol 4-kinase"
3647962,"FLC2","CAALFM_CR07100WA","flavin adenine dinucleotide transporter"
3648224,,"CAALFM_CR07110CA","hypothetical protein CAALFM_CR07110CA"
3648225,,"CAALFM_CR07120CA","hypothetical protein CAALFM_CR07120CA"
3648226,"ALK8","CAALFM_CR07130CA","Alk8p"
3648227,,"CAALFM_CR07140CA","hypothetical protein CAALFM_CR07140CA"
3648348,"GLK1","CAALFM_CR07150WA","glucokinase"
3648347,,"CAALFM_CR07160CA","hypothetical protein CAALFM_CR07160CA"
3645271,,"CAALFM_CR07170WA","hypothetical protein CAALFM_CR07170WA"
3645270,"EMP46","CAALFM_CR07180WA","Emp46p"
3645269,,"CAALFM_CR07190WA","hypothetical protein CAALFM_CR07190WA"
3646044,,"CAALFM_CR07200WA","hypothetical protein CAALFM_CR07200WA"
3646043,"ARC15","CAALFM_CR07210WA","Arc15p"
3646040,,"CAALFM_CR07220CA","hypothetical protein CAALFM_CR07220CA"
3646031,,"CAALFM_CR07230WA","hypothetical protein CAALFM_CR07230WA"
3646030,"CLG1","CAALFM_CR07240CA","Clg1p"
3646028,,"CAALFM_CR07250CA","hypothetical protein CAALFM_CR07250CA"
3646027,,"CAALFM_CR07260CA","hypothetical protein CAALFM_CR07260CA"
3646026,"HGT16","CAALFM_CR07270CA","Hgt16p"
3646025,"FRE30","CAALFM_CR07280WA","Fre30p"
3646024,"FRE7","CAALFM_CR07290WA","Fre7p"
3646059,,"CAALFM_CR07300WA","hypothetical protein CAALFM_CR07300WA"
3646058,,"CAALFM_CR07310WA","hypothetical protein CAALFM_CR07310WA"
3646057,,"CAALFM_CR07320CA","mitochondrial 54S ribosomal protein YmL4"
30515427,"SMX4","CAALFM_CR07330WA","U4/U6-U5 snRNP complex subunit"
3646056,,"CAALFM_CR07340CA","hypothetical protein CAALFM_CR07340CA"
3646055,,"CAALFM_CR07350WA","hypothetical protein CAALFM_CR07350WA"
3646054,"PIF1","CAALFM_CR07360WA","DNA helicase"
3646053,,"CAALFM_CR07370WA","hypothetical protein CAALFM_CR07370WA"
3646052,"KSR1","CAALFM_CR07380CA","3-dehydrosphinganine reductase"
3646039,"MRPL8","CAALFM_CR07390CA","mitochondrial 54S ribosomal protein YmL8"
3646037,"LPD1","CAALFM_CR07400CA","dihydrolipoyl dehydrogenase"
3646036,"KGD2","CAALFM_CR07420WA","alpha-ketoglutarate dehydrogenase"
3646034,"ACE2","CAALFM_CR07440WA","DNA-binding transcription factor"
3646050,"MNL1","CAALFM_CR07450CA","Mnl1p"
3646049,,"CAALFM_CR07460CA","hypothetical protein CAALFM_CR07460CA"
3646048,,"CAALFM_CR07470WA","guanine nucleotide exchange factor"
3646047,,"CAALFM_CR07480WA","hypothetical protein CAALFM_CR07480WA"
3646046,"GLK4","CAALFM_CR07490CA","Glk4p"
3647997,,"CAALFM_CR07500WA","hypothetical protein CAALFM_CR07500WA"
3647998,,"CAALFM_CR07510WA","mRNA splicing protein"
3647999,"YPT31","CAALFM_CR07520CA","Rab family GTPase"
3648000,"ECM22","CAALFM_CR07530CA","Ecm22p"
3648001,,"CAALFM_CR07540CA","hypothetical protein CAALFM_CR07540CA"
3648003,"RGD3","CAALFM_CR07560WA","Rgd3p"
3648004,,"CAALFM_CR07570WA","hypothetical protein CAALFM_CR07570WA"
3645267,"TSC11","CAALFM_CR07580CA","TORC2 complex subunit"
3647247,"EMP24","CAALFM_CR07590WA","Emp24p"
3644849,,"CAALFM_CR07600WA","DNA-dependent ATPase"
3647241,"AAT21","CAALFM_CR07620WA","aspartate transaminase"
30515429,"RPS27","CAALFM_CR07630CA","ribosomal 40S subunit protein S27B"
3647258,,"CAALFM_CR07640CA","hypothetical protein CAALFM_CR07640CA"
3647257,"GLC7","CAALFM_CR07650WA","type 1 serine/threonine-protein phosphatase catalytic subunit"
3647256,,"CAALFM_CR07660CA","Signal recognition particle receptor subunit beta"
3647255,,"CAALFM_CR07670WA","hypothetical protein CAALFM_CR07670WA"
3648193,,"CAALFM_CR07680CA","hypothetical protein CAALFM_CR07680CA"
3648194,,"CAALFM_CR07690WA","hypothetical protein CAALFM_CR07690WA"
3648195,,"CAALFM_CR07700WA","hypothetical protein CAALFM_CR07700WA"
3648190,"ARO2","CAALFM_CR07710WA","bifunctional chorismate synthase/riboflavin reductase"
3648293,"CDC45","CAALFM_CR07720CA","DNA replication initiation factor"
3648320,"HGT14","CAALFM_CR07730WA","Hgt14p"
30515430,,"CAALFM_CR07740WA","hypothetical protein CAALFM_CR07740WA"
3647350,,"CAALFM_CR07750CA","putative ATP-dependent RNA helicase"
30515431,,"CAALFM_CR07760WA","mitochondrial 37S ribosomal protein RSM19"
3647351,"PTC6","CAALFM_CR07770CA","type 2C protein phosphatase"
3647352,,"CAALFM_CR07780WA","hypothetical protein CAALFM_CR07780WA"
3647353,"YHB1","CAALFM_CR07790CA","Yhb1p"
3647354,"SAP2","CAALFM_CR07800WA","Sap2p"
3647343,"YHB5","CAALFM_CR07810WA","Yhb5p"
3647344,,"CAALFM_CR07820WA","hypothetical protein CAALFM_CR07820WA"
3647345,,"CAALFM_CR07830CA","hypothetical protein CAALFM_CR07830CA"
3647346,,"CAALFM_CR07840CA","hypothetical protein CAALFM_CR07840CA"
3647347,,"CAALFM_CR07850WA","hypothetical protein CAALFM_CR07850WA"
3647348,"ASF1","CAALFM_CR07860CA","nucleosome assembly factor"
3644146,,"CAALFM_CR07870WA","hypothetical protein CAALFM_CR07870WA"
3644145,"EFG1","CAALFM_CR07890WA","Efg1p"
3644142,,"CAALFM_CR07910CA","DNA-dependent ATPase"
3644141,,"CAALFM_CR07920WA","hypothetical protein CAALFM_CR07920WA"
3644139,,"CAALFM_CR07940WA","hypothetical protein CAALFM_CR07940WA"
3644138,"IMP4","CAALFM_CR07950WA","snoRNA-binding rRNA-processing protein"
3644153,"TRK1","CAALFM_CR07960CA","Trk1p"
3644150,,"CAALFM_CR08000CA","hypothetical protein CAALFM_CR08000CA"
30515433,"DAD4","CAALFM_CR08010WA","Dad4p"
30515434,"NOP10","CAALFM_CR08020CA","snoRNP complex protein"
3644136,"FGR32","CAALFM_CR08030CA","Fgr32p"
3644135,,"CAALFM_CR08040WA","S-adenosylmethionine-dependent methyltransferase"
3644133,,"CAALFM_CR08050CA","hypothetical protein CAALFM_CR08050CA"
3642092,"VPS21","CAALFM_CR08060CA","Rab family GTPase"
3642093,"PTP1","CAALFM_CR08070WA","tyrosine protein phosphatase"
3642094,,"CAALFM_CR08080WA","hypothetical protein CAALFM_CR08080WA"
3642095,"SSB1","CAALFM_CR08090WA","Hsp70 family ATPase"
3642066,"RIO2","CAALFM_CR08100CA","protein kinase"
3642067,,"CAALFM_CR08110WA","hypothetical protein CAALFM_CR08110WA"
