"","Platform_ORF","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","GO.Function","GO.Function.ID","GO.Component","GO.Component.ID","GO.Process","GO.Process.ID","Gene.symbol","Chromosome.Location","Standard.Error","Probability"
"58","orf19.12257",-0.5272150035,-0.848266330035646,-0.206163676964354,0.2072150035,-3.73554485024092,0.00496149479611998,0.354753283478248,-1.86018340933737,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20215:168419..169018",0.163801697212064,0.134681675533108
"59","orf19.9287",0.77321013925,0.302644383248173,1.24377589525183,-1.07496013925,3.73781569846296,0.0049445116068931,0.354753283478248,-1.85692178837046,"glucan 1,4-alpha-glucosidase activity///glucan 1,4-alpha-glucosidase activity","GO:0004339///GO:0004339","fungal-type vacuole","GO:0000324","glycogen catabolic process","GO:0005980","SGA1","Contig20123:243800..245536",0.240084569388687,0.135062246189714
"60","orf19.12175",-0.44816634825,-0.721476091728517,-0.174856604771483,0.24266634825,-3.73013707518831,0.00500218739180968,0.354753283478248,-1.86795345244986,"3-dehydroquinate dehydratase activity///3-phosphoshikimate 1-carboxyvinyltransferase activity///shikimate kinase activity///3-dehydroquinate synthase activity///shikimate 3-dehydrogenase (NADP+) activity///3-dehydroquinate synthase activity///3-phosphoshikimate 1-carboxyvinyltransferase activity///shikimate 3-dehydrogenase (NADP+) activity///3-dehydroquinate dehydratase activity","GO:0003855///GO:0003866///GO:0004765///GO:0003856///GO:0004764///GO:0003856///GO:0003866///GO:0004764///GO:0003855","cytoplasm","GO:0005737","aromatic amino acid family biosynthetic process///aromatic amino acid family biosynthetic process///oxidation-reduction process","GO:0009073///GO:0009073///GO:0055114","ARO1","Contig20212:complement(298356..293695)",0.139443746672713,0.133778702780678
"61","orf19.7696",0.46647644025,0.181579584398917,0.751373296101083,-0.14897644025,3.72462643037063,0.00504401750416882,0.356001445952126,-1.87587542446638,"tRNA (guanine(9)-N(1))-methyltransferase activity///tRNA (guanine) methyltransferase activity","GO:0052905///GO:0016423","cellular_component","GO:0005575","tRNA N1-guanine methylation///tRNA methylation","GO:0002939///GO:0030488","TRM10","Contig20014:17602..18546",0.145355538699532,0.132863349530014
"62","orf19.12647",-0.807448856,-1.30447386917208,-0.310423842827921,1.680198856,-3.69553603058828,0.00527105313013901,0.356285187560478,-1.91776357272022,"thioredoxin peroxidase activity///thioredoxin peroxidase activity","GO:0008379///GO:0008379","nucleus///cytoplasm///intracellular///extracellular region///mitochondrion","GO:0005634///GO:0005737///GO:0005622///GO:0005576///GO:0005739","cellular response to oxidative stress///oxidation-reduction process///response to cadmium ion///cellular response to oxidative stress///regulation of hydrogen peroxide-induced cell death///cell redox homeostasis","GO:0034599///GO:0055114///GO:0046686///GO:0034599///GO:1903205///GO:0045454","PRX1","Contig20219:complement(114133..113462)",0.253584190393918,0.128111164630212
"63","orf19.12094",0.518811566875,0.199248183912797,0.838374949837203,-1.298811566875,3.69311900965522,0.00529039681654455,0.356285187560478,-1.92124906076158,"phosphatase activity","GO:0016791","cellular_component","GO:0005575","biological_process","GO:0008150","HRT2","Contig20212:118463..119821",0.163042542327655,0.127722344555291
"64","orf19.10314",0.815920055375,0.314912006322018,1.31692810442798,-0.639920055375,3.70461915468504,0.00519902568235834,0.356285187560478,-1.90467220017731,"DNA-directed DNA polymerase activity///DNA binding///DNA-directed DNA polymerase activity","GO:0003887///GO:0003677///GO:0003887","nucleus///nuclear envelope///alpha DNA polymerase:primase complex","GO:0005634///GO:0005635///GO:0005658","telomere capping///DNA replication initiation","GO:0016233///GO:0006270","POL12","Contig20159:38820..40808",0.255616351557644,0.12958058679502
"65","orf19.9799",-0.410346135,-0.662529380996826,-0.158162889003174,0.631846135,-3.70147465132566,0.00522384251999761,0.356285187560478,-1.9092030671418,"structural constituent of ribosome","GO:0003735","mitochondrial large ribosomal subunit","GO:0005762","biological_process","GO:0008150",NA,"Contig20143:complement(52639..51761)",0.128664921426952,0.129070409877822
"66","orf19.11220",-0.93924403175,-1.48889015666176,-0.389597906838235,-0.162587312166667,-4.07981737381053,0.0051744745100054,0.356285187560478,-1.73455398055468,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20190:complement(32037..30517)",0.280431696383553,0.150006002140153
"67","orf19.8926",-1.172295278125,-1.89178053154907,-0.452810024700929,0.292545278125,-3.70642982134787,0.00518479224164555,0.356285187560478,-1.90206384442845,"","","","","","","HYR6","Contig20110:43416..45119",0.367084312971465,0.129875066181829
"68","orf19.7969",1.97546166325,0.755624195179727,3.19529913132027,-0.34171166325,3.68389548101462,0.00536490598869171,0.357334715107728,-1.93455713885643,"iron-sulfur cluster binding///electron transfer activity///2 iron, 2 sulfur cluster binding///oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor///oxidoreductase activity","GO:0051536///GO:0009055///GO:0051537///GO:0016653///GO:0016491","mitochondrial matrix","GO:0005759","iron-sulfur cluster assembly///heme A biosynthetic process///ubiquinone biosynthetic process","GO:0016226///GO:0006784///GO:0006744","YAH1","Contig20046:complement(192135..191626)",0.622366055137894,0.126247031180432
"69","orf19.12155",0.457501338375,0.174421893401509,0.740580783348492,-0.439501338375,3.67641641299362,0.00542613713056191,0.360220291687303,-1.94535658661758,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20212:249201..252905",0.144428288251781,0.125060558461164
"70","orf19.11646",-0.92474276625,-1.49740727611461,-0.352078256385386,0.78774276625,-3.67334176342806,0.00545152306524206,0.36031632448256,-1.94979840649916,"molecular_function","GO:0003674","fungal-type cell wall","GO:0009277","biological_process","GO:0008150","CIS34","Contig20200:complement(25864..25040)",0.292175770339089,0.124575341570085
"71","orf19.9963",0.642757303375,0.243653712260825,1.04186089448918,0.099492696625,3.66354936029422,0.00553321383131984,0.362542658687292,-1.96395344336911,"glucose transmembrane transporter activity///sugar transmembrane transporter activity","GO:0005355///GO:0051119","fungal-type vacuole membrane///integral component of plasma membrane///membrane","GO:0000329///GO:0005887///GO:0016020","glucose transmembrane transport///carbohydrate transport","GO:1904659///GO:0008643",NA,"Contig20148:66523..68013",0.203624281180702,0.123039830829574
"72","orf19.12989",0.4877590655,0.181918196920351,0.793599934079649,0.1789909345,3.62785979286302,0.0058420571402279,0.370697322122814,-2.01564972998844,"zinc ion binding","GO:0008270","cellular_component","GO:0005575","vesicle-mediated transport///intracellular protein transport","GO:0016192///GO:0006886","PEP33","Contig20230:complement(60086..57651)",0.156041259479413,0.117569567860009
"73","orf19.9841",-0.5890057555,-0.962048941810655,-0.215962569189344,-0.7027442445,-3.59170855766783,0.00617350069245706,0.377741892051219,-2.06818238933414,"unfolded protein binding///tubulin binding","GO:0051082///GO:0015631","prefoldin complex///prefoldin complex///cytoplasm","GO:0016272///GO:0016272///GO:0005737","protein folding///tubulin complex assembly","GO:0006457///GO:0007021","GIM4","Contig20146:14450..14824",0.190328156280947,0.112228004743654
"74","orf19.11485",0.519483813125,0.190245451231477,0.848722175018523,0.190016186875,3.58923794413848,0.00619686410030254,0.377741892051219,-2.07177858672382,"ATP binding///protein tyrosine kinase activity///protein serine/threonine kinase activity///protein kinase activity///protein kinase activity","GO:0005524///GO:0004713///GO:0004674///GO:0004672///GO:0004672","cellular_component","GO:0005575","peptidyl-threonine phosphorylation///peptidyl-serine phosphorylation///DNA damage checkpoint///protein phosphorylation///cellular response to DNA damage stimulus///replication fork protection///protein phosphorylation","GO:0018107///GO:0018105///GO:0000077///GO:0006468///GO:0006974///GO:0048478///GO:0006468","DUN1","Contig20194:complement(209967..208396)",0.167978756068124,0.111870204581363
"75","orf19.10839",0.406262023375,0.148686483045685,0.663837563704315,-0.445262023375,3.58791603012677,0.00620940306211375,0.377741892051219,-2.07370306547801,"sphingosine-1-phosphate phosphatase activity","GO:0042392","membrane///endoplasmic reticulum","GO:0016020///GO:0005783","calcium-mediated signaling","GO:0019722",NA,"Contig20173:complement(77262..75787)",0.131416092004753,0.111679140264695
"76","orf19.7820",-0.5142178805,-0.84030089822925,-0.18813486277075,0.6392178805,-3.58723357108846,0.00621588696340808,0.377741892051219,-2.07469669410536,"molecular_function","GO:0003674","Swr1 complex","GO:0000812","chromatin remodeling///histone exchange///endoplasmic reticulum organization","GO:0006338///GO:0043486///GO:0007029",NA,"Contig20044:complement(10421..9447)",0.166368886596556,0.1115806034672
"77","orf19.10247",-0.5067176465,-0.830858441606455,-0.182576851393545,0.1742176465,-3.55609208622291,0.00651947813435788,0.382330328491571,-2.12009907107402,"","","","","","","VPS30","Contig20158:complement(135075..133846)",0.165377956686967,0.107158591430424
"78","orf19.8947",0.70239979075,0.249146737840292,1.15565284365971,-0.44289979075,3.52520435815964,0.00683605636794192,0.396287669092267,-2.16524919657927,"molecular_function","GO:0003674","condensed nuclear chromosome inner kinetochore///spindle pole///chromosome, centromeric core domain///NMS complex///condensed chromosome, centromeric region///nuclear MIS12/MIND complex///kinetochore///kinetochore","GO:0000941///GO:0000922///GO:0034506///GO:0031617///GO:0000779///GO:0000818///GO:0000776///GO:0000776","mitotic sister chromatid segregation///chromosome segregation///protein localization to kinetochore///CENP-A containing chromatin organization///protein localization to kinetochore///mitotic spindle organization///spindle localization","GO:0000070///GO:0007059///GO:0034501///GO:0061641///GO:0034501///GO:0007052///GO:0051653","MTW1","Contig20113:complement(26289..25267)",0.231251557606994,0.102914816875668
"79","orf19.7937",-0.58199193275,-0.959303877711917,-0.204679987788082,-0.32000806725,-3.5087875490468,0.00701086289299926,0.401776373483419,-2.18929323171018,"molecular_function","GO:0003674","cellular_component","GO:0005575","biological_process","GO:0008150",NA,"Contig20046:128696..129946",0.192506094368325,0.100716089172766
"80","orf19.9301",-0.516921662,-0.857734110704641,-0.176109213295359,-0.039828338,-3.45024507930004,0.00767346086995381,0.414177256256542,-2.27529123225006,"","","","","","","UTP20","Contig20123:complement(271942..270323)///Contig20123:complement(270204..268342)",0.173883902400327,0.0931901093769523
"81","orf19.10953",-0.570114824125,-0.953437052472617,-0.186792595777383,0.549614824125,-3.38328818690603,0.00851264209395888,0.423285509137269,-2.37412124331836,"zinc ion binding///ubiquitin protein ligase activity","GO:0008270///GO:0061630","cellular_component","GO:0005575","histone ubiquitination///negative regulation of gene expression///mRNA destabilization///histone catabolic process","GO:0016574///GO:0010629///GO:0061157///GO:0036205",NA,"Contig20176:complement(126782..124668)",0.195572565483478,0.0851674874890958
"82","orf19.9905",0.386594628,0.127205525543812,0.645983730456187,0.145155372,3.39035169240073,0.00841974245216411,0.423285509137269,-2.36367249806773,"DNA replication origin binding///ATP binding","GO:0003688///GO:0005524","DNA replication preinitiation complex///nuclear pre-replicative complex///nuclear origin of replication recognition complex///nuclear chromatin","GO:0031261///GO:0005656///GO:0005664///GO:0000790","pre-replicative complex assembly involved in nuclear cell cycle DNA replication///silent mating-type cassette heterochromatin assembly///regulation of chromatin silencing at telomere///mitotic DNA replication initiation///DNA replication initiation///mitotic sister chromatid cohesion","GO:0006267///GO:0030466///GO:0031938///GO:1902975///GO:0006270///GO:0007064","ORC5","Contig20147:complement(49694..48204)",0.132341378804177,0.0859851274908865
"83","orf19.9058",0.455903501,0.149704004115135,0.762102997884865,0.599096499,3.38695258865562,0.00846431438671041,0.423285509137269,-2.36869999079347,"copper ion binding","GO:0005507","extrinsic component of mitochondrial inner membrane///mitochondrial intermembrane space","GO:0031314///GO:0005758","mitochondrial cytochrome c oxidase assembly","GO:0033617",NA,"Contig20119:complement(73638..73243)",0.156224233104523,0.0855908299084096
"84","orf19.10803",-0.422460843375,-0.708041948981386,-0.136879737768614,-0.832539156625,-3.36509751538749,0.00875686275082055,0.424797863601245,-2.40105400692679,"oxidoreductase activity, acting on the CH-CH group of donors///oxidoreductase activity///oxidoreductase activity","GO:0016627///GO:0016491///GO:0016491","cytoplasm///integral component of membrane///endoplasmic reticulum membrane///endoplasmic reticulum membrane","GO:0005737///GO:0016021///GO:0005789///GO:0005789","very long-chain fatty acid metabolic process///very long-chain fatty acid metabolic process","GO:0000038///GO:0000038",NA,"Contig20173:complement(8164..7226)",0.145704645717544,0.0830923584997603
"85","orf19.8471",-0.46306495125,-0.775485479836121,-0.150644422663879,-0.32568504875,-3.37165407954777,0.0086680021119906,0.424797863601245,-2.39134251242689,"molecular_function","GO:0003674","cellular_component","GO:0005575","fungal-type cell wall polysaccharide biosynthetic process","GO:0051278","MNN41","Contig20076:128091..130607",0.15939822887047,0.0838352600401926
"86","orf19.13347",0.6489381135,0.209669130102316,1.08820709689768,0.2510618865,3.36057355699985,0.00881873121737194,0.424797863601245,-2.40775742003921,"ATP transmembrane transporter activity///L-ornithine transmembrane transporter activity","GO:0005347///GO:0000064","mitochondrial envelope","GO:0005740","arginine biosynthetic process///mitochondrial L-ornithine transmembrane transport","GO:0006526///GO:1990575","ORT1","Contig20236:complement(135601..134738)",0.224116828264124,0.08258306397247
